1	500	servlet	get	N/A	0.06	17.97
2	500	servlet	get	N/A	0.06	14.22
3	501	servlet	get	N/A	0.06	51.7
4	500	servlet	get	N/A	0.06	68.59
5	500	servlet	get	N/A	0.06	84.89
10	500	servlet	get	N/A	0.06	159.24
25	500	servlet	get	N/A	0.06	157.73
50	500	servlet	get	N/A	0.19	133.33
100	500	servlet	get	N/A	0.69	62.97

