1	500	cowboy	set	no	0.21	4.8
2	500	cowboy	set	no	0.12	16.12
3	501	cowboy	set	no	0.15	19.14
4	500	cowboy	set	no	0.27	14.52
5	500	cowboy	set	no	0.39	12.85
10	500	cowboy	set	no	1	9.96
25	500	cowboy	set	no	2.55	9.76
50	500	cowboy	set	no	5.08	9.73

