1	500	cowboy	set	yes	0.06	17.39
2	500	cowboy	set	yes	0.06	33.92
3	501	cowboy	set	yes	0.08	36.23
4	500	cowboy	set	yes	0.07	58.82
5	500	cowboy	set	yes	0.09	51.07

