1	500	cowboy	get	N/A	0.05	18.21
2	500	cowboy	get	N/A	0.06	36.15
3	501	cowboy	get	N/A	0.06	53.87
4	500	cowboy	get	N/A	0.06	71.84
5	500	cowboy	get	N/A	0.06	88.81
10	500	cowboy	get	N/A	0.06	163.93
25	500	cowboy	get	N/A	0.06	217.39
50	500	cowboy	get	N/A	0.16	172.41
100	500	cowboy	get	N/A	0.64	80.26

